Headline,Body ID
The New York Times was founded in New York City.,1505
Asset management may apply to intangible assets such as intellectual property.,1506
Hong Kong maintains its independent powers.,1507
One of lung cancer's symptoms is quickening of breath.,1508
Soccer is played in Paris.,1509
The Bounty was based on a book by Richard Hough.,1510
The Evil Queen has been performed live by Anne Fancine.,1511
Giacomo Casanova was from the Republic of Venice.,1512
International Relations includes many subject matters.,1513
Conquest of the Planet of the Apes was directed by J. Lee Thompson.,1514
Robert F. Kennedy was shot by Sirhan Sirhan.,1515
Muhammad was raised under the care of his uncle.,1516
No Escape had sneak previews in the Philippines.,1517
To Kill a Mockingbird has themes of racial injustice and destruction of innocence.,1518
The Martian is a 2015 big science fiction film.,1519
Aruba features cacti in its landscape.,1520
Omar Sharif was fluent in Portuguese.,1521
Diane Ruggiero has worked as a writer.,1522
John Cusack has worked on a film with Stephen Frears.,1523
Julia Louis-Dreyfus played a character.,1524
Felicity Jones stars in Rogue One.,1525
A comic book by a Scottish writer is what Kick-Ass is based on.,1526
"The Fujistsu iPAD was released well before the Apple product of the same name, being available for purchase in 2002.",1527
Nicki Minaj made an album.,1528
Jim Carrey played the character Colonel Stars and Stripes.,1529
Tobey Maguire's has a middle name.,1530
Tokyo Ghoul has the actor Ken Kaneki.,1531
Leslie Groves was the fourth graduated in his class.,1532
Hot was by an English actress.,1533
Tom Hiddleston appeared in a Jim Jarmusch film.,1534
Fifty Shades of Grey sold over 125 million copies.,1535
Titanic is a film.,1536
Haim Saban is a film producer.,1537
The Mughal Empire had territory in a continent.,1538
Asia is south of an ocean.,1539
Nick Nolte was born in the 1940s.,1540
Boyz II Men is a group of four singers.,1541
Woody Harrelson played Woody Boyd.,1542
Latin pop entered the U.S. music scene with the help of Ricky Martin.,1543
Joffrey Baratheon is portrayed by Jack Gleeson.,1544
Beautiful (Christina Aguilera song) was taped by a singer who's an American citizen.,1545
"Klute was directed by an American film director, writer and producer.",1546
Smoking is correlated with the occurrence of leukemia.,1547
The Breakfast Club featured Emilio Estevez.,1548
Yung Rich Nation was produced by a Canadian.,1549
Kurt Angle is a winner of the WWE Championship.,1550
Novak Djokovic won a Bronze medal.,1551
Jerry Maguire was produced by a producer of the animated show The Simpsons.,1552
Lady Gaga has won six Grammy Awards.,1553
Helen Keller is a famous deaf person.,1554
Matt Sorum's touring project Kings of Chaos features Deep Purple members.,1555
Summertime (George Gershwin song) was composed for the musical Porgy and Bess.,1556
Lockheed Martin F-22 Raptor had operational issues during its development.,1557
David Beckham has 4 children.,1558
Australia is a country in the Pacific Ocean as well as a member of 8 intergovernmental organizations.,1559
Israel hosts a population of a group of people.,1560
Katie Price has had 3 marriages.,1561
Olivia Munn has existed since at least 2006.,1562
Glenn Close made her debut in a 1974 play.,1563
"Anni-Frid Lyngstad was born on November 15, 1945.",1564
Arrow is on The CW.,1565
To Kill a Mockingbird explores the theme of racial injustice.,1566
Rapper Lil' Kim and Lisa Lopes have worked together.,1567
Asset management may apply to a type of asset that involves humans.,1568
Seal is a songwriter from England.,1569
Jeff Bezos is an American entrepreneur.,1570
50 First Dates is a 2004 film.,1571
Grace Kelly was in Dial M for Murder.,1572
The Boot Monument is located in a United State National Historical Park.,1573
Annie Parisse starred on an American soap opera.,1574
Trevor Noah is a South African citizen.,1575
Steve Buscemi is in a film.,1576
Dan Martin rides for UCI ProTeam.,1577
Europeans discovered the Australian continent in 1606.,1578
Dean Martin was a comedian.,1579
De Profundis is an epistle.,1580
Priyanka Chopra advocates health and education causes.,1581
Leslie Uggams appeared in a superhero work.,1582
Rachel McAdams completed her schooling at York University.,1583
Kirsten Dunst starred in Bring It On (film).,1584
Ted Kaczynski conveyed a letter to the New York Times.,1585
Bobby Moore's caps record for outfield players was beaten by David Beckham in 2009.,1586
The Los Angeles Lakers won more than 30 consecutive games.,1587
Asset management may apply to intangible assets such as financial assets.,1588
"The Fujistsu iPAD was released well before the Apple product of the same name, being available for purchase in 2002.",1589
"Meek Mill has had his song ""Young & Gettin' It"" on the U.S. Billboard 200.",1590
English isn't influenced by Latin.,1591
Dirt was created by a person.,1592
Desperate Housewives is a tv show.,1593
London was the largest city in the EU in 2015.,1594
Samuel L. Jackson appeared in the Die Hard film series in it's third movie.,1595
Winnipeg is foreign to the Winnipeg Blue Bombers.,1596
Ethnic Albanians living outside Montenegro are part of the Albanian diaspora.,1597
Daddy Yankee's record sold more copies than any other Latin music records of the decade.,1598
Angela Lansbury received acclaim for her performance in The Manchurian Candidate.,1599
The killer whale is an oceanic dolphin.,1600
Suits features a character named Mike Ross.,1601
Billie Jean King played against a team from Great Britain.,1602
Elle Fanning starred in a film.,1603
Ezra Edelman is a producer of documentaries.,1604
Susan Sarandon is not an political activist.,1605
Nelson Mandela was a politician.,1606
Shibu Issac produced Thenmerku Paruvakaatru.,1607
Tony Blair was elected after John Smith's sudden death.,1608
The United States was not in a state of geopolitical tension with the Soviet Union after World War II.,1609
Mark Ruffalo is an American film producer.,1610
The Caracazo began in February.,1611
Ulysses S. Grant worked with a US president.,1612
Ballet Shoes was published in the 20th century.,1613
Up All Night is the debut album by One Direction.,1614
Ramayanam is a 1996 film in the Telugu language.,1615
On the Road (film) premiered at the 2012 Toronto International Film Festival.,1616
Queen Latifah is the stage name of Dana Elaine Owens.,1617
"Taylor Swift was successful outside of Swift's native country, especially in Canada.",1618
Angelina Jolie was in the film George Wallace.,1619
Mariah Carey is female.,1620
Jeff Goldblum has received nominations for an Oscar.,1621
The Vampire Diaries is a supernatural television series created in the United States.,1622
The President of Russia can convene and adjourn the Federal Assembly.,1623
Marcus Allen's younger brother is named Damon Allen.,1624
Mary-Louise Parker received a Golden Globe and other awards.,1625
England is a Christian country.,1626
Hong Kong maintains a separate economic system.,1627
American actress Amy Adams stars in Her.,1628
Over four Champions Leagues have been won by FC Barcelona.,1629
University of Oxford is in the world.,1630
Melissa McCarthy has starred in Spy.,1631
Idris Elba was in a movie.,1632
Saratoga is a romantic film.,1633
The Bourne Supremacy stars Joan Allen.,1634
Halle Berry has worked as both an actress and spokesmodel.,1635
Jennifer Aniston is an American citizen.,1636
Red Hot Chili Peppers were formed in Los Angeles in 1983.,1637
Colin Firth was nominated for an award.,1638
Troy Baker's indie band released their debut album in the 2000s.,1639
Feels So Good was released as a single from the album Hot.,1640
Gillian Anderson is an American-British actress.,1641
Soundgarden signed with the publishing house Sub Pop.,1642
Troy Baker was the rhythm guitarist for Tripp Fontaine.,1643
Scabies had another name.,1644
Slipknot (band) is an American heavy metal band.,1645
Ghostbusters was released theatrically in the United States in 2016.,1646
The Great British Sewing Bee is a show.,1647
Veronika Decides to Die is written by Larry Gross.,1648
Susan Sarandon is not an political activist.,1649
STS-96 launched from a Space Center.,1650
Jeff Bezos is an American entrepreneur.,1651
"George H. W. Bush was an American Republican politician born June 12, 1924.",1652
Mr. Sunshine started on February 9.,1653
Christianity spread to the Americas.,1654
Fifty Shades of Grey is a novel.,1655
Just Dance was topped the Billboard charts.,1656
Boromir makes an appearance in The Fellowship of the Ring.,1657
The Illusionist was a commercial success.,1658
Zeus is the child of Rhea.,1659
Samoa Joe is part of WWE.,1660
Akbar was a patron of art.,1661
Captain America: The Winter Soldier was influenced by fiction.,1662
Jimmy Carter is an American.,1663
Cleopatra's legacy lives on in a play by George Bernard Shaw.,1664
Valerian and the City of a Thousand Planets is based on a French science fiction comic.,1665
Sociology is used to learn about society's origins.,1666
Splash was written by two people.,1667
Blake Edwards started as a performer.,1668
Greenwich is in England.,1669
Furia is French.,1670
"Splash, released in 1984, is an American fantasy comedy film.",1671
Kurt Angle's middle name is Steven.,1672
Jack Nicholson is the most nominated male actor in the history of the Emmys.,1673
Tardigrades have been found in at least one habitat.,1674
Elton John was inducted in the Rock and Roll Hall of Fame.,1675
"Jenna Dewan was born on Monday December 3, 1980.",1676
Fernando Alonso is a driver.,1677
Hugo Weaving voiced Rex.,1678
Cheyenne Jackson had a role on a television series.,1679
John Malkovich starred in an action movie.,1680
"Albany, New York is in New York.",1681
Kiefer Sutherland appeared in The Bay Boy (1984).,1682
Heidi Klum has acted in commercials.,1683
"Sylvester Stallone was born on July 6, 1946.",1684
Lee Harvey Oswald shot Kennedy.,1685
Legion is based on fictional characters from Marvel Comics.,1686
The Strain is an American television series on FX.,1687
Cannibalism was prevalent in the past with human beings.,1688
Michael Fassbender appears in the film Alien: Covenant.,1689
The phalanx appears in writings.,1690
In & Out is an American film.,1691
Bulgaria was in both world wars.,1692
Overwatch is a first-person shooter video game.,1693
Edgar Award honors the best in non-fiction.,1694
Michael Caine was in Inception.,1695
David Beckham won the Premier League title multiple times.,1696
"WWI was fought from the 28th of July, 1914 to the 11th of November, 1918.",1697
Tim Allen was featured in Last Man Standing.,1698
"Spencer Tracy was born on April 5th, 1900.",1699
Courtney Love was a performer.,1700
Marshall McLuhan was heavily involved in media discourse.,1701
Gujarat has over 60 million people living in its cities.,1702
Charles Marie de La Condamine was a geographer.,1703
Dr. Dre put out the album 2001 in 1999.,1704
Steffi Graf was highly ranked during her career.,1705
Gong Yoo is best known by his pseudonym Gong Yoo.,1706
Fernando Alonso is a driver.,1707
Lemon Sky ran in a city.,1708
Water occurs in nature.,1709
Anorexia nervosa is characterized by restriction.,1710
Psychology is a branch of academic study.,1711
The Chelsea F.C. is a soccer team.,1712
The Getaway has a track called Go Robot.,1713
Christina Aguilera appeared on the television series The Mickey Mouse Club.,1714
Gary Ridgway is American.,1715
Brokeback Mountain is a 2005 drama film.,1716
The Berlin Wall was not as long as the inner German border.,1717
Harry Potter is based on the Harry Potter novels.,1718
The Incredible Hulk is movie number two in a series.,1719
Quinoa is a flowering plant.,1720
Kobe Bryant was awarded the regular season's MVP Award in the 21st century.,1721
Sharon Tate starred in The Fearless Vampire Killers.,1722
Joe Manganiello has been featured in Sabotage.,1723
Iran has natural gas.,1724
No Escape had pre-screenings.,1725
Blue Velvet was nominated for an Academy Award.,1726
